,Tickers,day_of
61114,GSQD,1992-10-15
61115,GSQD,1992-03-02
61116,GSQD,1993-08-09
61117,GSQD,1993-11-19
61118,GSQD,1994-01-27
61119,LYTS,1997-10-14
61120,LYTS,1998-08-04
61121,LYTS,1998-11-13
61122,LYTS,2003-01-30
61123,DWPP,2003-12-23
61124,DWPP,2006-08-31
61125,DWPP,2003-12-23
61126,AIR,1985-04-01
61127,AIR,1985-12-30
61128,IACA,2001-04-26
61129,CTIC,2007-04-13
61130,FMC,1973-04-27
61131,FMC,1973-03-29
61132,FMC,1975-03-31
61133,FMC,1975-06-23
61134,FMC,1980-01-24
61135,FMC,1980-02-01
61136,FMC,1980-01-24
61137,KLAC,1995-01-11
61138,XRAY,1989-03-27
61139,MMM,2003-08-22
61140,MMM,2005-10-07
61141,MMM,2005-08-02
61142,NCR,1988-10-18
61143,NCR,1989-06-26
61144,NCR,1990-12-17
61145,USCR,1996-01-09
61146,LYTS,1999-06-29
61147,LYTS,2001-09-28
61148,JJSF,1994-09-28
61149,JJSF,1995-06-19
61150,USCR,1996-01-09
61151,USCR,1996-01-09
61152,USCR,1996-01-09
61153,ITT,1972-01-13
61154,ITT,1974-07-05
61155,LYTS,1996-12-23
61156,ADCT,2004-03-11
61157,OSIS,1994-08-22
61158,OSIS,1994-01-27
61159,MMM,2001-12-06
61160,MMM,2001-12-06
61161,MMM,2002-06-07
61162,MMM,2003-10-29
61163,NCR,1975-06-25
61164,NCR,1975-07-31
61165,NCR,1976-06-04
61166,NCR,1977-10-27
61167,PPG,1979-12-07
61168,PPG,1980-07-07
61169,VSEC,1983-06-20
61170,PPG,1997-01-21
61171,PPG,1999-04-07
61172,PPG,2002-05-22
61173,ITT,1976-03-08
61174,ITT,1976-12-20
61175,ITT,1978-09-22
61176,ITT,1978-04-27
61177,ITT,1978-12-28
61178,ITT,1978-11-03
61179,ITT,1979-01-29
61180,ITT,1979-07-02
61181,ITT,1979-11-05
61182,ITT,1979-07-02
61183,ITT,1980-08-11
61184,ITT,1981-10-05
61185,ITT,1982-10-29
61186,ITT,1982-05-12
61187,ITT,1985-01-07
61188,ITT,1987-01-13
61189,ITT,1987-01-13
61190,ITT,1983-03-14
61191,ITT,1987-12-07
61192,ITT,1988-01-11
61193,ITT,1988-01-11
61194,UVE,1979-03-20
61195,STE,1999-12-09
61196,STE,2003-07-15
61197,FMC,1987-06-03
61198,ABB,1995-11-13
61199,BP,1998-07-07
61200,BP,2001-02-08
61201,BP,2004-03-04
61202,BP,2004-12-17
61203,BP,2002-05-02
61204,BP,2005-03-15
61205,NCR,1973-10-26
61206,IACA,1990-08-15
61207,IACA,1994-06-16
61208,IACA,1998-01-14
61209,IACA,1995-04-06
61210,IACA,2001-05-09
61211,FMC,1989-03-02
61212,ACAD,2001-11-26
61213,JETS,1999-09-30
61214,SAIC,1974-12-26
61215,DNZ,1973-09-20
61216,FMC,1983-04-06
61217,PPG,1971-04-01
61218,PPG,1975-02-18
61219,PPG,1975-06-25
61220,PPG,1975-03-19
61221,ITT,2003-11-25
61222,ITT,2002-08-27
61223,MMM,2003-09-24
61224,JETS,1998-04-08
61225,JETS,2000-10-05
61226,JETS,2002-04-10
61227,JETS,2000-04-24
61228,JETS,2005-02-17
61229,ITT,1995-03-15
61230,ITT,1995-11-30
61231,ITT,1997-05-12
61232,ITT,1998-02-09
61233,FMC,1974-03-15
61234,FMC,1975-01-22
61235,FMC,1986-02-27
61236,FMC,1986-02-10
61237,FMC,1986-05-05
61238,FMC,1985-10-21
61239,FMC,1985-08-08
61240,FMC,1987-03-05
61241,FMC,1989-06-26
61242,FMC,1991-10-03
61243,FMC,1991-11-20
61244,FMC,1993-01-29
61245,FMC,1992-09-04
61246,FMC,1993-08-11
61247,FMC,1995-06-01
61248,FMC,1996-07-31
61249,FMC,1998-02-24
61250,FMC,1998-09-14
61251,FMC,2000-04-12
61252,FMC,1998-05-22
61253,FMC,1998-07-10
61254,FMC,1998-09-01
61255,LB,1991-08-13
61256,ECOL,1989-02-09
61257,GSQD,1973-05-23
61258,ASML,2002-10-16
61259,ASML,2002-07-23
61260,ASML,2004-07-06
61261,ASML,2004-07-22
61262,ASML,2004-07-26
61263,ASML,2004-05-26
61264,ASML,2003-06-27
61265,ASML,2005-11-15
61266,ASML,2006-02-06
61267,ASML,2006-07-18
61268,ASML,2002-05-06
61269,ASML,2002-07-23
61270,ASML,2004-07-06
61271,ASML,2004-05-26
61272,ASML,2004-08-19
61273,UVE,1995-05-02
61274,UVE,1995-05-15
61275,UVE,1996-08-13
61276,UVE,1997-04-01
61277,UVE,1997-11-21
61278,UVE,1997-06-30
61279,UVE,1998-04-28
61280,UVE,1998-07-10
61281,UVE,2000-07-12
61282,UVE,1993-06-03
61283,QCOM,1998-04-29
61284,QCOM,1998-08-31
61285,QCOM,2001-03-30
61286,MMM,2001-12-31
61287,MMM,2004-12-22
61288,MMM,2006-12-22
61289,NCR,1997-07-02
61290,NCR,1997-10-06
61291,NCR,1997-11-13
61292,NCR,1997-11-13
61293,ABB,1994-02-14
61294,CNHI,2005-04-06
61295,ECOL,1999-03-17
61296,PFIN,1995-06-09
61297,PFIN,1997-03-24
61298,PCAR,2007-03-30
61299,PCAR,2007-03-30
61300,ADT,2000-10-04
61301,MMM,2000-09-14
61302,PCAR,1999-02-19
61303,PCAR,1999-09-08
61304,PCAR,2004-07-27
61305,PCAR,2004-07-27
61306,QCOM,2005-11-22
61307,NCR,1998-12-22
61308,NCR,2000-02-18
61309,VIAO,2004-03-30
61310,PFIN,1989-01-12
61311,GCP,2001-10-29
61312,ADCT,2005-11-04
61313,BWXT,2003-12-08
61314,SCPE,2002-12-06
61315,SCPE,2002-02-11
61316,KAR,1975-01-27
61317,BP,1996-08-12
61318,EEH,1997-04-03
61319,ITT,1982-08-02
61320,XOMA,1994-09-22
61321,XOMA,1995-01-13
61322,XOMA,1994-07-11
61323,XOMA,1996-11-25
61324,XOMA,1996-08-09
61325,XOMA,1996-01-12
61326,XOMA,1997-07-07
61327,XOMA,1998-07-20
61328,XOMA,1996-06-03
61329,XOMA,1999-03-29
61330,XOMA,1996-04-01
61331,XOMA,1999-10-12
61332,XOMA,2001-06-08
61333,XOMA,2000-10-30
61334,XOMA,2001-02-13
61335,XOMA,2000-10-24
61336,STE,1995-09-25
61337,STE,1999-02-11
61338,STE,2000-07-14
61339,STE,2003-04-24
61340,STE,2004-01-29
61341,STE,2003-04-24
61342,STE,2004-04-23
61343,XOMA,1995-01-14
61344,RFIL,2005-08-08
61345,FMC,1987-08-17
61346,FMC,1989-04-18
61347,REX,1996-10-25
61348,CTS,1982-09-21
61349,CTS,1995-10-25
61350,CTS,1996-09-23
61351,CTS,1996-11-25
61352,CTS,1998-09-09
61353,CTS,1998-07-22
61354,CTS,1998-11-05
61355,CTS,1997-09-26
61356,CTS,1999-04-20
61357,CTS,1998-11-30
61358,CTS,1998-09-04
61359,AGNG,2008-07-14
61360,MMM,1991-12-31
61361,MMM,1999-02-22
61362,MMM,2001-12-06
61363,MMM,1995-05-18
61364,PPG,2005-02-22
61365,MMM,2005-08-11
61366,RFIL,2002-12-20
61367,RFIL,2002-03-21
61368,ABB,1994-03-31
61369,ADCT,2003-09-08
61370,SAP,2002-11-27
61371,SAP,2003-02-06
61372,SAP,2002-05-30
61373,SAP,2004-03-08
61374,SAP,2004-09-01
61375,SAP,2003-12-23
61376,MGPI,2001-01-03
61377,MMM,2006-03-21
61378,OSIS,2004-08-16
61379,OSIS,2004-08-16
61380,QCOM,1998-03-18
61381,QCOM,2001-06-05
61382,QCOM,2002-04-30
61383,QCOM,2003-04-24
61384,QCOM,2003-10-17
61385,LYTS,2006-02-07
61386,LYTS,2006-02-07
61387,ECOL,2002-04-11
61388,MMM,2001-06-29
61389,MMM,2001-05-21
61390,MMM,2002-04-05
61391,MMM,2002-04-05
61392,MMM,2003-01-24
61393,MMM,2003-10-30
61394,MMM,2004-12-06
61395,MMM,2006-03-24
61396,MMM,2004-11-01
61397,MMM,2001-06-13
61398,MMM,1997-05-09
61399,MMM,1997-05-09
61400,MMM,1999-11-22
61401,MMM,1999-11-22
61402,ABB,1999-01-21
61403,NVDA,2000-05-31
61404,NVDA,2000-08-16
61405,NVDA,2000-12-05
61406,NVDA,2003-09-30
61407,LYTS,2000-07-20
61408,LYTS,2002-08-13
61409,LYTS,2000-06-13
61410,LYTS,2000-09-05
61411,ADCT,1990-01-19
61412,ADCT,1993-02-25
61413,ADCT,1993-05-20
61414,ADCT,1992-01-02
61415,ADCT,1994-01-02
61416,ADCT,1996-10-03
61417,ADCT,1997-01-17
61418,ADCT,1997-05-20
61419,ADCT,1997-08-06
61420,ADCT,1998-12-08
61421,ADCT,1999-09-10
61422,ADCT,1998-09-14
61423,ADCT,1998-10-27
61424,ADCT,1998-10-27
61425,ADCT,1999-04-06
61426,ADCT,1998-10-27
61427,ADCT,2000-05-30
61428,ADCT,1999-04-06
61429,ADCT,2001-08-03
61430,ADCT,2000-02-16
61431,ADCT,2000-02-16
61432,ADCT,2001-11-13
61433,ADCT,2003-01-14
61434,ADCT,2002-08-05
61435,ADCT,2005-03-29
61436,ADCT,2004-05-14
61437,ADCT,2006-10-05
61438,ADCT,2006-12-22
61439,ADCT,2007-06-12
61440,ADCT,2008-04-29
61441,ADCT,2001-10-26
61442,PTC,2005-03-15
61443,SKM,2000-07-24
61444,SKM,2003-08-05
61445,AGNG,2003-10-20
61446,AGNG,2004-05-19
61447,QCOM,2001-07-09
61448,PDFS,2003-01-09
61449,FMC,1983-09-30
61450,FMC,1991-04-30
61451,FMC,1996-08-19
61452,LYTS,1995-06-16
61453,LYTS,1998-03-20
61454,NVDA,2002-12-24
61455,GSQD,1998-05-22
61456,GSQD,1999-04-01
61457,GSQD,2001-07-31
61458,GSQD,2000-02-24
61459,GSQD,2002-04-02
61460,GSQD,2003-06-06
61461,ABB,1997-01-30
61462,ABB,1997-03-05
61463,ABB,1997-01-30
61464,ABB,1997-03-05
61465,OSIS,2005-08-01
61466,ECOL,1994-03-11
61467,KLAC,2003-03-24
61468,LPL,2006-08-11
61469,NVDA,2004-04-02
61470,NVDA,2004-03-08
61471,LYTS,2003-04-03
61472,QCOM,2002-09-09
61473,QCOM,2002-02-21
61474,LB,2000-01-11
61475,GSQD,1990-01-31
61476,GTBP,2000-07-13
61477,UVE,2005-09-09
61478,UVE,2003-04-09
61479,NCR,2003-12-15
61480,KVHI,2006-10-20
61481,ADCT,2001-12-22
61482,NXPI,2006-05-09
61483,NXPI,2006-05-09
61484,PPG,1984-11-30
61485,ADTN,2000-01-14
61486,ADTN,2003-06-30
61487,NVDA,2006-10-27
61488,NVDA,2005-02-01
61489,XYF,2003-08-22
61490,XYF,2003-08-22
61491,DNOW,1983-08-29
61492,SGH,1990-01-16
61493,ITT,1989-08-11
61494,JJSF,1996-08-12
61495,XOMA,2006-06-21
61496,XOMA,2008-07-18
61497,SCPE,1996-12-13
61498,BP,1995-08-26
61499,BP,1995-08-26
61500,KT,1998-06-10
61501,KT,1998-06-10
61502,KT,1999-02-12
61503,KT,1998-12-03
61504,KT,1999-10-06
61505,KT,1999-09-22
61506,PPG,1996-02-09
61507,MMM,2001-12-17
61508,MMM,2003-05-13
61509,MMM,2001-05-08
61510,MMM,2002-03-26
61511,MMM,2001-05-21
61512,PPG,2003-02-04
61513,PPG,2004-07-09
61514,NL,1974-07-22
61515,LB,2001-05-29
61516,PPG,1999-08-16
61517,PPG,1999-08-16
61518,PPG,2000-03-21
61519,PPG,2002-01-11
61520,PPG,2001-03-02
61521,PPG,2003-06-12
61522,PPG,2003-06-12
61523,PPG,2004-12-06
61524,ITP,2003-01-06
61525,ITP,2002-09-23
61526,ITP,2002-08-08
61527,MMM,1999-06-18
61528,AGCO,2006-05-18
61529,DWPP,2002-09-17
61530,BP,1999-04-01
61531,BP,2001-08-30
61532,GSQD,1997-04-04
61533,LPL,2003-03-24
61534,DWPP,1992-12-07
61535,DWPP,1996-09-16
61536,DWPP,1998-04-30
61537,DWPP,2000-07-24
61538,DWPP,2000-09-13
61539,MMM,2003-10-30
61540,MMM,2004-10-15
61541,MMM,2004-10-15
61542,MIND,2002-12-12
61543,MMM,2002-12-19
61544,AGNG,2003-04-12
61545,AGNG,2002-02-26
61546,QCOM,1998-04-29
61547,QCOM,1998-04-29
61548,PPG,1988-09-27
61549,PPG,1988-10-28
61550,PPG,1991-03-20
61551,DWPP,2005-06-17
61552,MMM,1998-01-20
61553,MMM,2000-05-12
61554,MMM,2002-06-13
61555,MMM,2001-09-17
61556,NCR,2000-01-31
61557,SCPE,1997-05-12
61558,USCR,2004-02-03
61559,USCR,2004-12-20
61560,USCR,2005-06-01
61561,USCR,2004-02-17
61562,USCR,2004-09-16
61563,UVE,1974-04-26
61564,JJSF,1993-05-06
61565,MMM,2003-12-31
61566,OGS,1998-09-11
61567,LYTS,1996-12-05
61568,LYTS,1996-09-25
61569,QCOM,1987-12-14
61570,QCOM,1988-01-19
61571,QCOM,1986-10-17
61572,QCOM,1988-01-19
61573,QCOM,1988-01-19
61574,QCOM,1989-12-05
61575,QCOM,1990-06-25
61576,QCOM,1991-05-20
61577,QCOM,1990-11-30
61578,QCOM,1992-04-03
61579,QCOM,1991-05-17
61580,QCOM,1992-03-05
61581,QCOM,1992-03-27
61582,QCOM,1992-03-05
61583,QCOM,1992-01-24
61584,QCOM,1994-09-12
61585,QCOM,1994-03-23
61586,QCOM,1993-10-28
61587,QCOM,1993-12-21
61588,QCOM,1994-11-21
61589,QCOM,1994-03-07
61590,QCOM,1993-09-07
61591,QCOM,1994-03-30
61592,QCOM,1994-07-21
61593,QCOM,1995-09-12
61594,QCOM,1995-03-30
61595,QCOM,1995-10-28
61596,QCOM,1994-03-05
61597,QCOM,1995-08-15
61598,QCOM,1993-11-24
61599,QCOM,1995-09-08
61600,QCOM,1996-01-17
61601,QCOM,1994-09-30
61602,QCOM,1994-11-30
61603,QCOM,1996-05-22
61604,QCOM,1995-05-16
61605,QCOM,1996-05-23
61606,QCOM,1995-08-09
61607,QCOM,1996-02-08
61608,QCOM,1996-05-22
61609,QCOM,1996-12-11
61610,QCOM,1995-05-16
61611,QCOM,1997-06-17
61612,QCOM,1995-08-31
61613,QCOM,1998-04-29
61614,QCOM,1999-03-10
61615,QCOM,1996-01-18
61616,QCOM,2000-01-31
61617,QCOM,1999-03-10
